winery,wine,year,rating,num_review,region,price,type,grapes
Bodegas Valduero,Ribera del Duero Una Cepa I 2016,2016,"4,4",1676,España / Castilla y León / Ribera del Duero,31,Vino tinto,100 % de Tinto Fino
Scala Dei,Heretge Priorat 2018,2018,"4,4",52,España / Cataluña / Priorato,"49,90",Vino tinto,100 % de Cariñena
Pintia,Toro 2009,2009,"4,3",2073,España / Castilla y León / Toro,112,Vino tinto,Tempranillo
Grandes Pagos Gallegos,Fraga do Corvo Godello 2021,2021,"4,0",46,España / Galicia / Monterrei,"11,75",Vino blanco,100 % de Godello
Destinos Cruzados,As Regadas 2016,2016,"3,8",27,España / Galicia / Rías Baixas,"17,95",Vino tinto,Mencia
Callejo,Parajes de Callejo 2016,2016,"4,0",354,España / Castilla y León / Ribera del Duero,"17,85",Vino tinto,"Albillo Mayor, Tinto Fino"
Canopy,Castillo de Belarfonso Mentrida 2017,2017,"3,8",557,España / Castilla / Méntrida,"8,95",Vino tinto,100 % de Garnacha
Tomàs Cusiné,Finca Barqueres Carignan 2017,2017,"4,0",42,España / Cataluña / Costers del Segre,"24,75",Vino tinto,Carignan
Anadigna,Albariño 2019,2019,"4,0",45,España / Galicia / Rías Baixas,"12,50",Vino blanco,100 % de Albariño
Bohigas,Reserva Cava Brut Nature N.V.,2027,"3,7",935,España / Cava,"11,40",Vino espumoso,"Parellada, Macabeo, Xarel-lo"
Reymos,Selección Brut N.V.,1806,"3,6",285,España / Valencia,"4,95",Vino espumoso,100 % de Moscatel
Parajes de los Vidrios,Garnacha 2017,2017,"3,6",146,España / Madrid,"15,50",Vino tinto,100 % de Garnacha
Finca La Viajera,Crianza 2010,2010,"3,6",35,España / Castilla y León / Ribera del Duero,"17,85",Vino tinto,Tempranillo
Bodegas Aragonesas,Solo Syrah Tirio 2020,2020,"3,6",36,España / Aragón / Campo de Borja,"5,60",Vino tinto,Shiraz/Syrah
Berceo,Reserva 2014,2014,"3,8",52,España / Rioja,"7,99",Vino tinto,"Tempranillo, Graciano, Garnacha"
Bodega Pirineos,Principio Moristel 2020,2020,"3,9",26,España / Aragón / Somontano,"8,36",Vino tinto,Moristel
Clos Mogador,Priorat 2009,2009,"4,3",735,España / Cataluña / Priorato,"73,90",Vino tinto,"Shiraz/Syrah, Carignan, Grenache"
Dominio de Eguren,Protocolo Blanco 2017,2017,"3,6",114,España / Castilla,"3,90",Vino blanco,100 % de Airen
Tollodouro,Pontellón Albariño 2017,2017,"4,0",505,España / Galicia / Rías Baixas,"7,95",Vino blanco,100 % de Albariño
Clos Lentiscus,Gentlemant Malvasia de Sitges 2016,2016,"3,6",38,España / Vino de España,"16,45",Vino de España,Malvasia
Callejuela,Manzanilla N.V.,3509,"3,8",65,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,,Vino fortificado,Palomino
Tianna Negre,Vélo Rosé 2019,2019,"3,9",43,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"10,86",Vino rosado,100 % de Manto Negro
Juvé & Camps,Pagos de Anguix Barrueco 2017,2017,"4,2",185,España / Castilla y León / Ribera del Duero,"26,90",Vino tinto,100 % de Tinto Fino
Pujanza,La Paul 2017,2017,"4,2",48,España / Rioja,"32,75",Vino tinto,100 % de Tempranillo
Avgvstvs,Primer Negre 2019,2019,"3,8",56,España / Cataluña / Penedès,"8,90",Vino tinto,"Grenache, Merlot, Tempranillo"
Eulogio Pomares,Maceración Con Pieles 2018,2018,"4,2",61,España / Galicia / Rías Baixas,"36,95",Vino blanco,100 % de Albariño
Vega Sicilia,Unico Reserva Especial Edición 2008,2008,"4,7",175,España / Castilla y León / Ribera del Duero,"747,17",Vino tinto,"Tempranillo, Cabernet Sauvignon"
Viladellops,Xarel-lo 2021,2021,"3,7",37,España / Cataluña / Penedès,"7,05",Vino blanco,100 % de Xarel-lo
Can Rich,Yviça Tinto 2019,2019,"3,5",26,España / Islas Baleares / Ibiza,"9,40",Vino tinto,"Merlot, Tempranillo, Monastrell"
Marques de Mundaiz,Rioja Crianza 2018,2018,"3,6",57,España / Rioja,"6,45",Vino tinto,Tempranillo
José Pariente,Sauvignon Blanc 2011,2011,"3,7",80,España / Castilla y León / Rueda,"9,50",Vino blanco,100 % de Sauvignon Blanc
José Pemartín,Oloroso N.V.,1198,"3,8",32,España / Andalucía / Jerez-Xérès-Sherry / Jerez Oloroso,,Vino fortificado,Palomino
Castillo de Maetierra,Libalis Rosé 2019,2019,"3,7",121,España / Navarra / Valles de Sadacia,"7,95",Vino rosado,"Garnacha, Moscatel"
Familia Torres,Mas La Plana Cabernet Sauvignon 2017,2017,"4,3",444,España / Cataluña / Penedès,"72,67",Vino tinto,100 % de Cabernet Sauvignon
El Angosto,Almendros Single Vineyard Tinto 2011,2011,"4,0",76,España / Valencia,"15,90",Vino tinto,"Marselan, Shiraz/Syrah, Garnacha"
Camino del Norte,El Tesón 2013,2013,"4,1",104,España / Castilla y León / Bierzo,"31,04",Vino tinto,"Mencia, Pinot Noir"
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry N.V.,6749,"4,4",39,España / Andalucía / Jerez-Xérès-Sherry / Jerez Palo Cortado,,Vino fortificado,"Palomino, Pedro Ximenez"
Hijos de Alberto Gutiérrez,Verdejo Ecologico 2020,2020,"3,7",73,España / Castilla y León / Rueda,"7,90",Vino blanco,100 % de Verdejo
Bodegas La Soterraña,Etcétera Seco Blanco 2020,2020,"3,5",117,España / Castilla y León / Rueda,"7,90",Vino blanco,"Viura, Verdejo"
La Rioja Alta,Viña Alberdi Reserva 1997,1997,"4,0",46,España / Rioja,48,Vino tinto,Tempranillo
Gramona,Cava Enoteca Finca La Plana Brut Nature 2000,2000,"4,3",49,España / Cava,152,Vino espumoso,"Chardonnay, Tempranillo, Macabeo, Xarel-lo, Parellada"
Canopy,Gonzo Garnachas Felices 2011,2011,"3,4",65,España / Castilla / Méntrida,"12,40",Vino tinto,100 % de Garnacha
Mas Doix,Doix 2016,2016,"4,3",94,España / Cataluña / Priorato,"89,90",Vino tinto,"55 % de Cariñena, 45 % de Garnacha"
Remelluri,Rioja Blanco 2014,2014,"4,3",201,España / Rioja,"60,25",Vino blanco,"Sauvignon Blanc, Viognier, Roussanne, Marsanne, Chardonnay, Grenache Blanc"
Luis Cañas,Tinto 2015,2015,"3,4",404,España / Rioja,"6,61",Vino tinto,100 % de Tempranillo
Martinet,Els Escurçons 2015,2015,"4,3",126,España / Cataluña / Priorato,"75,50",Vino tinto,100 % de Garnacha
A Pie de Tierra,Fuerza Bruta 2018,2018,"3,7",36,España / Madrid,"14,90",Vino tinto,100 % de Garnacha
Juan Pinero,Maruja Manzanilla Pasada N.V.,6092,"4,1",361,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,,Vino fortificado,Palomino
Quinta de la Quietud,Reserva Tinto 2015,2015,"4,0",40,España / Castilla y León / Toro,"19,50",Vino tinto,100 % de Tempranillo
Marqués de Murrieta,Reserva Rioja (Finca Ygay) 1995,1995,"4,2",130,España / Rioja,"113,88",Vino tinto,"Tempranillo, Mazuelo, Graciano, Garnacha"
Pazo Barrantes,La Comtesse de Pazo Barrantes Albariño 2017,2017,"4,4",123,España / Galicia / Rías Baixas,60,Vino blanco,100 % de Albariño
Félix Solís,Viña Albali Gran Selección Valdepeñas 2020,2020,"3,6",46,España / Castilla / Valdepeñas,"5,25",Vino tinto,100 % de Tempranillo
Capafons-Ossó,Masia Esplanes 2007,2007,"3,8",259,España / Cataluña / Tarragona / Montsant,"19,90",Vino tinto,"Grenache, Merlot, Shiraz/Syrah, Cabernet Sauvignon"
Valserrano,Rioja Crianza 2017,2017,"3,9",370,España / Rioja,"10,65",Vino tinto,"95 % de Tempranillo, 5 % de Mazuelo"
Altos de Torona,Altos de Torona Rosal 2019,2019,"3,9",397,España / Galicia / Rías Baixas,"10,50",Vino blanco,100 % de Albariño
Dominio de Tares,Cepas Viejas Mencía Bierzo 2018,2018,"3,8",51,España / Castilla y León / Bierzo,"14,90",Vino tinto,100 % de Mencia
La Purisima,Premium Monastrell - Garnacha 2017,2017,"3,8",96,España / Murcia / Yecla,"17,95",Vino tinto,"Monastrell, Garnacha"
Bodegas Aragonesas,Coto de Hayas Garnacha Centenaria 2018,2018,"3,8",1513,España / Aragón / Campo de Borja,"8,75",Vino tinto,100 % de Garnacha
Marqués de Cáceres,Rioja Reserva 2017,2017,"3,8",79,España / Rioja,"9,99",Vino tinto,Tempranillo
Clos Mogador,Priorat 2011,2011,"4,4",822,España / Cataluña / Priorato,"73,90",Vino tinto,Grenache
Cims de Porrera,Solanes Priorat 2007,2007,"3,9",695,España / Cataluña / Priorato,"28,18",Vino tinto,"Cariñena, Garnacha"
Javier Sanz Viticultor,V Dulce de Invierno 2015,2015,"4,2",140,España / Castilla y León,"18,90",Vino de postre,100 % de Verdejo
Rejadorada,Antona Garcia 2017,2017,"3,9",44,España / Castilla y León / Toro,"11,59",Vino tinto,100 % de Tinta de toro
Volver,Rafael Cañizares Sauvignon Blanc 2020,2020,"4,0",26,España / Valencia / Alicante,"7,59",Vino blanco,100 % de Sauvignon Blanc
Artadi,Artazu Garnacha Blanca 2015,2015,"3,9",152,España / Navarra,"27,79",Vino blanco,100 % de Grenache Blanc
Finca Son Bordils,Blanc de Raim Blanc 2019,2019,"4,0",34,España / Islas Baleares / Mallorca,"12,54",Vino blanco,"Riesling, Prensal, Chardonnay"
Lustau,Los Arcos Dry Amontillado Sherry (Solera Reserva) N.V.,0614,"3,6",2200,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,"9,99",Vino fortificado,100 % de Palomino
Olivier Rivière,Las Viñas de Eusebio Vendimia Seleccionada 2018,2018,"4,2",47,España / Rioja,"47,49",Vino tinto,"80 % de Tempranillo, 20 % de Graciano"
Paco Garcia,Seis 2018,2018,"3,6",214,España / Rioja,"8,63",Vino tinto,100 % de Tempranillo
Lopez Cristobal,Selección 2012,2012,"4,4",33,España / Castilla y León / Ribera del Duero,"35,35",Vino tinto,100 % de Tempranillo
Lafou,Els Amelers Garnatxa Blanca 2019,2019,"4,0",239,España / Cataluña / Terra Alta,"11,24",Vino blanco,100 % de Garnacha Blanca
Lustau,Palo Cortado de Jerez Almacenista 'Cayetano del Pino y Cía' Sherry N.V.,4707,"4,2",329,España / Andalucía / Jerez-Xérès-Sherry / Jerez Palo Cortado,"20,39",Vino fortificado,100 % de Palomino
Jean Leon,Vinya Le Havre Reserva Cabernet Sauvignon 2013,2013,"4,1",461,España / Cataluña / Penedès,"21,50",Vino tinto,"85 % de Cabernet Sauvignon, 15 % de Cabernet Franc"
Bodegas Exopto,Exopto Tinto 2016,2016,"4,2",80,España / Rioja,"32,50",Vino tinto,"60 % de Graciano, 30 % de Tempranillo, 10 % de Garnacha"
Valdesil,Godello Sobre Lias 2016,2016,"3,9",70,España / Galicia / Valdeorras,"13,20",Vino blanco,100 % de Godello
Martinet,Clos Martinet 2013,2013,"4,3",195,España / Cataluña / Priorato,"62,40",Vino tinto,"53 % de Garnacha, 20 % de Shiraz/Syrah, 15 % de Cariñena, 8 % de Merlot, 4 % de Cabernet Sauvignon"
Moacin,Compta Gotes 2018,2018,"3,5",32,España / Cataluña / Priorato,"11,95",Vino tinto,"Cabernet Sauvignon, Grenache, Cariñena"
Jaro,Sembro Vendimia Seleccionada Tempranillo 2018,2018,"3,7",652,España / Castilla y León / Ribera del Duero,"19,85",Vino tinto,100 % de Tempranillo
Dominio del Águila,Reserva 2015,2015,"4,3",489,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Tempranillo
Bodegas Príncipe de Viana,Colección Monovarietales Tempranillo Roble 2019,2019,"3,5",35,España / Navarra,"4,75",Vino tinto,Tempranillo
Idrias,Chardonnay 2016,2016,"3,4",53,España / Aragón / Somontano,"8,50",Vino blanco,Chardonnay
Bodegas Toribio,Selección 2020,2020,"4,1",163,España / Extremadura / Ribera del Guadiana,"11,50",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo, Garnacha"
Viña Bujanda,Rioja Reserva 2012,2012,"3,8",247,España / Rioja,"9,75",Vino tinto,100 % de Tempranillo
Vall de Baldomar,Petit Baldomà Tinto 2018,2018,"3,5",54,España / Cataluña / Costers del Segre,"7,50",Vino tinto,"Cabernet Sauvignon, Merlot"
Pago de Cirsus,Fermentado en Barrica Chardonnay (Oak Aged) 2020,2020,"4,1",75,España / Navarra,"12,03",Vino blanco,100 % de Chardonnay
Dominio de Tares,Baltos Mencía 2018,2018,"3,7",188,España / Castilla y León / Bierzo,"8,89",Vino tinto,100 % de Mencia
Viña Zorzal & Matías Michelini,Garnache 2019,2019,"4,2",53,España / Navarra,"22,55",Vino tinto,Garnacha
Laureano Serres Montagut,Mendall Abeurador 2018,2018,"4,1",111,España / Cataluña / Terra Alta,"16,42",Vino blanco,Macabeo
Suertes del Marqués,Medianías Red 2019,2019,"3,9",25,España / Islas Canarias / Valle de la Orotava,"16,90",Vino tinto,100 % de Listan Negro
Quinta de Quercus,Single Vineyard Tinto 2018,2018,"4,0",40,España / Castilla / La Mancha,"14,50",Vino tinto,Tempranillo
Baron de Ley,Rioja Gran Reserva 2015,2015,"4,1",1770,España / Rioja,"18,25",Vino tinto,"85 % de Tempranillo, 15 % de Graciano"
Curii Uvas & Vinos,Una Noche y Un Dia 2020,2020,"3,8",59,España / Valencia / Alicante,"10,40",Curii Uvas & Vinos,Curii Uvas & Vinos
Los Aguilares,Rosado 2020,2020,"4,0",51,España / Andalucía / Sierras de Málaga,"11,95",Vino rosado,100 % de Shiraz/Syrah
Licinia,Red 2015,2015,"4,2",403,España / Madrid,"19,90",Vino tinto,"60 % de Tempranillo, 20 % de Cabernet Sauvignon, 15 % de Shiraz/Syrah, 5 % de Merlot"
Pradorey,Rosado 2019,2019,"3,7",85,España / Castilla y León / Ribera del Duero,"9,20",Vino rosado,"50 % de Merlot, 50 % de Tempranillo"
Alta Alella,Parvus Rosé 2018,2018,"3,9",26,España / Cataluña / Alella,"9,90",Vino rosado,"Shiraz/Syrah, Cabernet Sauvignon"
Valserrano,Rioja Crianza 2018,2018,"3,9",114,España / Rioja,"10,65",Vino tinto,Tempranillo
Alvear,Palacio Quemado La Zarcita 2018,2018,"3,8",236,España / Extremadura,"9,90",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo"
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza 2005,2005,"3,3",44,España / Aragón / Somontano,"6,67",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Bodegas Fin de Siglo,XIII Lunas (Crianza) Rioja 2016,2016,"3,7",164,España / Rioja,"7,80",Vino tinto,100 % de Malbec
Pago de Los Capellanes,Crianza Tinto 2010,2010,"4,0",1466,España / Castilla y León / Ribera del Duero,"42,90",Vino tinto,100 % de Tempranillo
Conde de Siruela,Roble 2018,2018,"3,8",186,España / Castilla y León / Ribera del Duero,"7,50",Vino tinto,Tempranillo
Borsao Bodegas,Joven (Selección) 2020,2020,"3,3",42,España / Aragón / Campo de Borja,"4,85",Vino tinto,"70 % de Garnacha, 20 % de Shiraz/Syrah, 10 % de Tempranillo"
Juvé & Camps,Aurora D'Espiells Rosé 2019,2019,"3,4",47,España / Cataluña / Penedès,"10,25",Vino rosado,"Shiraz/Syrah, Pinot Noir, Xarel-lo"
4 Kilos Vinícola,4 Kilos 2012,2012,"4,0",375,España / Islas Baleares / Mallorca,"30,09",Vino tinto,100 % de Callet
Pere Guardiola,Floresta 3B8 2016,2016,"3,3",36,España / Cataluña / Empordà,"7,50",Vino tinto,"Shiraz/Syrah, Merlot, Garnacha"
Irache,Real Irache Gran Reserva 1973,1973,"4,0",167,España / Navarra,71,Vino tinto,"Tempranillo, Graciano, Garnacha"
Terroir Al Límit Soc. Lda,Dits del Terra 2016,2016,"4,2",159,España / Cataluña / Priorato,"59,45",Vino tinto,100 % de Cariñena
Viña Pomal,Crianza 2017,2017,"3,7",1817,España / Rioja,"19,95",Vino tinto,100 % de Tempranillo
Dominio de Atauta,La Celestina Vendimia Seleccionada 2016,2016,"4,0",54,España / Castilla y León / Ribera del Duero,"14,50",Vino tinto,100 % de Tempranillo
Bodegas Arrocal,Passión Ribera del Duero 2017,2017,"3,9",239,España / Castilla y León / Ribera del Duero,"24,50",Vino tinto,Tempranillo
Marques de Burgos,Crianza Vendimia Seleccionada 2018,2018,"4,0",116,España / Castilla y León / Ribera del Duero,"10,70",Vino tinto,Tempranillo
Maguila,Angelitos Negros Toro 2013,2013,"3,4",318,España / Castilla y León / Toro,"9,95",Vino tinto,Tempranillo
En Números Vermells,In The Red Clàssic 2018,2018,"4,2",29,España / Cataluña / Priorato,66,Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha, Garnacha Peluda"
Martin Berasategui,Campustauru Verdejo 2019,2019,"3,7",31,España / Castilla y León / Rueda,"6,95",Vino blanco,Verdejo
Mestres,Mas Via Gran Reserva Brut 2004,2004,"4,5",109,España / Cava,"58,16",Vino espumoso,"Macabeo, Parellada"
Don Diego Escolano,Gran Reserva 2011,2011,"3,4",92,España / Aragón / Cariñena,"4,73",Vino tinto,"Shiraz/Syrah, Tempranillo, Garnacha"
Familia Torres,Atrium Chardonnay 2018,2018,"3,6",223,España / Cataluña / Penedès,"8,95",Vino blanco,100 % de Chardonnay
Divina Proporción,Toro 24 Mozas 2020,2020,"3,8",116,España / Castilla y León / Toro,"8,90",Vino tinto,100 % de Tinta de toro
Pago de Vallegarcía,Montes de Toledo Syrah 2019,2019,"4,3",163,España / Castilla,"21,95",Vino tinto,100 % de Shiraz/Syrah
Federico Paternina,Rioja Reserva 2015,2015,"3,7",3978,España / Rioja,"6,17",Vino tinto,100 % de Tempranillo
Hugas de Batlle,Coma Fredosa 2012,2012,"3,9",206,España / Cataluña / Empordà,"17,36",Vino tinto,Cabernet Sauvignon
Marques de Vargas,Reserva 2012,2012,"4,0",639,España / Rioja,"22,60",Vino tinto,"85 % de Tempranillo, 10 % de Mazuelo, 5 % de Garnacha"
Castro Ventosa,El Castro de Valtuille 2019,2019,"3,7",88,España / Castilla y León / Bierzo,"15,50",Vino tinto,100 % de Mencia
Viña Real,Rioja Reserva 2014,2014,"3,8",1245,España / Rioja,"13,95",Vino tinto,100 % de Tempranillo
José Pariente,Sauvignon Blanc 2020,2020,"4,1",847,España / Castilla y León / Rueda,"9,50",Vino blanco,100 % de Sauvignon Blanc
Herència Altés,L'Estel 2016,2016,"3,8",402,España / Cataluña / Terra Alta,13,Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha"
Casa Castillo,Vino de Finca 2017,2017,"3,8",360,España / Murcia / Jumilla,"11,89",Vino de Finca,"75 % de Monastrell, 25 % de Garnacha"
Descendientes de J. Palacios,Las Lamas Bierzo (Corullón) 2010,2010,"4,3",53,España / Castilla y León / Bierzo,"124,90",Vino tinto,Mencia
Astobiza,Blanco 2018,2018,"3,8",547,España / País Vasco / Arabako Txakolina,"9,79",Vino blanco,100 % de Hondarrabi Zuri
Alión,Ribera del Duero 1993,1993,"4,2",44,España / Castilla y León / Ribera del Duero,"170,82",Vino tinto,Tempranillo
Artífice,Tinto 2016,2016,"3,7",147,España / Islas Canarias,"46,75",Vino tinto,Listan Negro
Carlos Plaza,La Llave Roja Tempranillo - Syrah 2018,2018,"3,9",54,España / Extremadura,"6,80",Vino tinto,"Shiraz/Syrah, Tempranillo"
Ignios Orígenes,Baboso Negro 2013,2013,"4,0",181,España / Islas Canarias,"33,17",Vino tinto,Alfrocheiro Preto
Castell d'Ordal,Sekt Brut N.V.,2968,"3,1",1036,España / Cava,"3,47",Vino espumoso,"Macabeo, Xarel-lo, Parellada, Viura"
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias 2021,2021,"4,1",33,España / Galicia / Valdeorras,"17,50",Vino blanco,100 % de Godello
Tentenublo,Los Corrillos Tinto 2018,2018,"3,9",26,España / Rioja,"35,55",Vino tinto,100 % de Viura
La Purisima,Trapio Monastrell 2018,2018,"4,0",77,España / Murcia / Yecla,"13,95",Vino tinto,Monastrell
Emilio Moro,Finca Resalso 2019,2019,"3,8",5230,España / Castilla y León / Ribera del Duero,"8,60",Vino tinto,100 % de Tempranillo
Vinyes dels Aspres,Oriol dels Aspres Blanc 2021,2021,"3,7",48,España / Cataluña / Empordà,"8,30",Vino blanco,Grenache Blanc
Torelló,Tradicional Brut Nature 2015,2015,"3,9",36,España / Cava,"15,25",Vino espumoso,"47 % de Xarel-lo, 33 % de Macabeo, 20 % de Parellada"
Abadal,Mandó 2017,2017,"3,9",71,España / Cataluña,"14,24",Vino tinto,Mandón
Varietal 500,Parellada Natural Brisada 2019,2019,"4,0",28,España / Cataluña,16,Vino blanco,Parellada
Bodegas Roda,Roda I Reserva Rioja 2009,2009,"4,4",2238,España / Rioja,97,Vino tinto,100 % de Tempranillo
Vinyes dels Aspres,Xot dels Aspres 2016,2016,"3,8",80,España / Cataluña / Empordà,"13,05",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache"
Tio Pepe,Fino En Rama N.V.,9093,"3,6",3081,España / Andalucía / Jerez-Xérès-Sherry,"17,28",Vino fortificado,100 % de Palomino
Estefanía,Tilenus Envejecido en Roble Bierzo Mencia 2017,2017,"3,8",39,España / Castilla y León / Bierzo,"9,50",Vino tinto,100 % de Mencia
Ramón Bilbao,Crianza Rioja 2020,2020,"4,0",37,España / Rioja,"10,95",Vino tinto,"80 % de Tempranillo, 20 % de Garnacha"
Pago de Carraovejas,Tinto 2016,2016,"4,5",7604,España / Castilla y León / Ribera del Duero,49,Vino tinto,"90 % de Tinto Fino, 6 % de Cabernet Sauvignon, 4 % de Merlot"
Familia Torres,Reserva Real 2013,2013,"3,9",98,España / Cataluña / Penedès,240,Vino tinto,"Merlot, Cabernet Sauvignon, Cabernet Franc"
Camino del Norte,El Tesón 2012,2012,"3,9",50,España / Castilla y León / Bierzo,"31,04",Vino tinto,100 % de Mencia
Javier Sanz Viticultor,Sauvignon Blanc 2020,2020,"4,1",204,España / Castilla y León / Rueda,"9,30",Vino blanco,100 % de Sauvignon Blanc
Pittacum,La Prohibición Garnacha Tintorera 2014,2014,"3,9",115,España / Castilla y León,"29,25",Vino tinto,100 % de Garnacha Tintorera
Bodegas Mano a Mano,Venta La Ossa Tempranillo 2017,2017,"4,2",444,España / Castilla,"12,05",Vino tinto,100 % de Tempranillo
Vega Clara,Mario Tempranillo - Cabernet Sauvignon 2018,2018,"4,2",110,España / Castilla y León / Ribera del Duero,"15,95",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Enrique Mendoza,Estrecho Monastrell 2018,2018,"4,1",317,España / Valencia / Alicante,"18,90",Vino tinto,100 % de Monastrell
Viña Ane,Selección 2016,2016,"4,2",49,España / Rioja,"20,95",Vino tinto,Tempranillo
Viña Nora,Albariño 2021,2021,"3,8",60,España / Galicia / Rías Baixas,"9,95",Vino blanco,100 % de Albariño
Telmo Rodriguez,Valdeorras Mencia Gaba do Xil 2015,2015,"3,5",300,España / Galicia / Valdeorras,"9,61",Vino tinto,100 % de Mencia
AT Roca,Esparter Reserva Clàssic 2015,2015,"4,0",120,España / Cataluña / Penedès,"22,60",Vino espumoso,Macabeo
Pepe Mendoza Casa Agrícola,El Veneno 2018,2018,"4,1",185,España / Valencia / Alicante,"23,50",Vino tinto,100 % de Monastrell
Adega Valdes,Gundian Albariño 2020,2020,"4,1",122,España / Galicia / Rías Baixas,"11,50",Vino blanco,Albariño
Guilera,Musivari Gran Reserva Brut Nature 2007,2007,"4,3",88,España / Cava,"23,50",Vino espumoso,"Xarel-lo, Parellada"
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias 2019,2019,"4,2",205,España / Galicia / Valdeorras,"19,17",Vino blanco,100 % de Godello
Ramón Bilbao,LaLomba Rosado 2017,2017,"3,9",263,España / Rioja,"19,80",Vino rosado,"90 % de Garnacha, 10 % de Viura"
Vinos Juliana,Merlot Crianza 2016,2016,"3,7",38,España / Madrid,"13,87",Vinos Juliana,Merlot
Bodegas Inviosa - Lar de Barros,Tempranillo Crianza 2018,2018,"3,9",27,España / Extremadura / Ribera del Guadiana,"9,89",Vino tinto,Tempranillo
4 Monos,La Danza del Viento Molino Quemado 2016,2016,"3,8",27,España / Madrid,"28,75",Vino tinto,Garnacha
Mas Llunes,Cercivm 2019,2019,"3,7",76,España / Cataluña / Empordà,"8,22",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Samsó"
Juvé & Camps,Gregal d'Espiells 2021,2021,"3,8",67,España / Cataluña / Penedès,"8,85",Vino blanco,"Gewürztraminer, Muscat Blanc"
Monasterio de Las Vinas,Reserva Grandes Vinos L'Héritage Cariñena 2017,2017,"3,7",137,España / Aragón / Cariñena,"5,90",Reserva Grandes Vinos L'Héritage Cariñena,Cariñena
Familia Torres,Purgatori Costers del Segre 2019,2019,"4,1",163,España / Cataluña / Costers del Segre,"25,71",Vino tinto,"Shiraz/Syrah, Grenache, Carignan"
Parés Baltà,Xarel-lo Calcari 2021,2021,"3,7",35,España / Cataluña / Penedès,"10,65",Vino blanco,Xarel-lo
Vizcarra,Ribera del Duero Torralvo 2015,2015,"4,3",129,España / Castilla y León / Ribera del Duero,"32,45",Vino tinto,100 % de Tinto Fino
Martinet,Els Escurçons 2017,2017,"4,4",98,España / Cataluña / Priorato,"75,50",Vino tinto,100 % de Garnacha
Abadia de Poblet,Monestir de Poblet Intramurs Tinto 2018,2018,"3,6",324,España / Cataluña / Conca de Barberà,"7,89",Vino tinto,"Barbera, Cabernet Sauvignon, Merlot, Tempranillo"
Vinícola Real,Cueva del Monge Rioja 2014,2014,"4,2",57,España / Rioja,"16,30",Vino tinto,100 % de Tempranillo
Alión,Ribera del Duero 2009,2009,"4,4",6426,España / Castilla y León / Ribera del Duero,189,Vino tinto,100 % de Tempranillo
Bodega Verde,Macabeo 2019,2019,"4,0",96,España / Aragón / Cariñena,"6,95",Vino blanco,Macabeo
Bodegas Mauro,Red 1997,1997,"4,1",27,España / Castilla y León,"66,75",Vino tinto,Tempranillo
Veronica Salgado,Capricho Crianza 2017,2017,"4,4",56,España / Castilla y León / Ribera del Duero,"17,46",Vino tinto,Tempranillo
Duc de Foix,Cava Brut Rosado N.V.,3617,"3,4",121,España / Cava,,Vino espumoso,100 % de Trepat
Vinícola del Priorat,Clos Gebrat Crianza 2018,2018,"4,1",89,España / Cataluña / Priorato,"14,25",Vino tinto,"Cabernet Sauvignon, Grenache, Carignan"
Recaredo,Serral del Vell Brut Nature 2017,2017,"4,4",27,España / Cataluña / Penedès,"35,95",Vino espumoso,100 % de Macabeo
Zifar,Caballero Zifar 2016,2016,"4,2",96,España / Castilla y León / Ribera del Duero,"27,90",Vino tinto,Tempranillo
Raimat,Clamor Blanco 2020,2020,"3,4",250,España / Cataluña / Costers del Segre,"5,99",Vino blanco,"Xarel-lo, Chardonnay, Sauvignon Blanc"
Menade,Dulce Menade Sauvignon 2019,2019,"4,1",76,España / Castilla y León,"12,65",Vino de postre,100 % de Sauvignon Blanc
Muga,Prado Enea Gran Reserva 2006,2006,"4,3",3624,España / Rioja,"58,68",Vino tinto,"Cariñena, Garnacha, Tempranillo, Graciano"
MontRubí,Gaintus One Night's Rosé 2018,2018,"3,7",70,España / Cataluña / Penedès,"12,50",Vino rosado,100 % de Sumoll
Equipo Navazos,La Bota 95 de Amontillado N.V.,5809,"4,4",44,España / Andalucía / Jerez-Xérès-Sherry,"47,90",Vino fortificado,Palomino
Ramón Bilbao,Crianza Rioja 2015,2015,"3,8",14027,España / Rioja,"8,20",Vino tinto,100 % de Tempranillo
